,Description,Date,Month,Year,Shooting,Local,Latitude,Longitude,zipcode
3578,OTHER LARCENY,12/12/2013,12,2013,No,No,42.35124134,-71.06858456,02116
3579,SIMPLE ASSAULT,7/28/2013,7,2013,No,No,42.28413136,-71.09306954,02126
3580,SIMPLE ASSAULT,3/13/2013,3,2013,No,No,42.36240114,-71.06941954,02114
3581,MedAssist,11/4/2013,11,2013,No,No,42.37216134,-71.03851457,02128
3582,DRUG CHARGES,1/26/2013,1,2013,No,No,42.33850635,-71.05397456,02127
3583,OTHER LARCENY,9/6/2013,9,2013,No,No,42.386832,-71.00732656,02128
3584,TOWED,7/20/2013,7,2013,No,No,42.33188635,-71.03525957,02127
3585,SIMPLE ASSAULT,5/12/2013,5,2013,No,No,42.27609636,-71.16705453,02132
3586,FRAUD,6/23/2013,6,2013,No,No,42.30065635,-71.08325955,02121
3587,MVAcc,9/10/2013,9,2013,No,No,42.33699135,-71.10929955,02115
3588,LARCENY FROM MOTOR VEHICLE,4/22/2013,4,2013,No,No,42.29541982,-71.05230735,02122
3589,AGGRAVATED ASSAULT,12/13/2013,12,2013,No,No,42.33681772,-71.08136663,02118
3590,OTHER LARCENY,8/30/2013,8,2013,No,No,42.34839135,-71.06412957,02111
3591,TOWED,12/18/2013,12,2013,No,No,42.32347356,-71.10808928,02130
3592,LARCENY FROM MOTOR VEHICLE,10/20/2013,10,2013,No,No,42.37448634,-71.05506456,02129
3593,VAL,4/2/2013,4,2013,No,No,42.31863135,-71.05882957,02125
3594,MVAcc,8/24/2013,8,2013,No,No,42.36990634,-71.03955957,02128
3595,VAL,8/2/2013,8,2013,No,No,42.2715034,-71.1057137,02126
3596,LARCENY FROM MOTOR VEHICLE,5/27/2013,5,2013,No,No,42.34609161,-71.09378346,02215
3597,ROBBERY,7/1/2013,7,2013,No,No,42.35063634,-71.06184956,02111
3598,MedAssist,12/19/2013,12,2013,No,No,42.27260633,-71.09370646,02126
3599,Arrest,6/21/2013,6,2013,No,No,42.32346135,-71.06768956,02119
3600,PropLost,4/25/2013,4,2013,No,No,42.33870135,-71.08145456,02118
3601,HateCrim,10/30/2013,10,2013,No,No,42.32549135,-71.06574955,02125
3602,AGGRAVATED ASSAULT,10/24/2013,10,2013,No,No,42.28620636,-71.12777454,02131
3603,PersMiss,5/1/2013,5,2013,No,No,42.29602136,-71.07718456,02124
3604,InvPer,7/20/2013,7,2013,No,No,42.33323135,-71.10919955,02120
3605,DEATH INVESTIGATION,2/11/2013,2,2013,No,No,42.33855135,-71.07331955,02118
3606,LARCENY FROM MOTOR VEHICLE,8/22/2013,8,2013,No,No,42.32958135,-71.09737455,02120
3607,FRAUD,8/1/2013,8,2013,No,No,42.35111634,-71.06125456,02111
3608,PropLost,2/25/2013,2,2013,No,No,42.33436372,-71.10412517,02120
3609,OTHER LARCENY,12/19/2013,12,2013,No,No,42.32128635,-71.05564456,02125
3610,OTHER LARCENY,6/28/2013,6,2013,No,No,42.35754362,-71.05886606,02108
3611,PhoneCalls,8/6/2013,8,2013,No,No,42.31806135,-71.10228955,02130
3612,LARCENY FROM MOTOR VEHICLE,4/3/2013,4,2013,No,No,42.34538135,-71.09823955,02215
3613,FRAUD,12/2/2013,12,2013,No,No,42.33307135,-71.10159455,02120
3614,DISORDERLY,7/20/2013,7,2013,No,No,42.36584134,-71.03504457,02128
3615,DRUG CHARGES,1/18/2013,1,2013,No,No,42.37124634,-71.03886957,02128
3616,InvPer,5/24/2013,5,2013,No,No,42.28407873,-71.07941605,02124
3617,FRAUD,6/11/2013,6,2013,No,No,42.31766635,-71.10063454,02119
3618,LARCENY FROM MOTOR VEHICLE,4/22/2013,4,2013,No,No,42.35415197,-71.1237444,02134
3619,RESIDENTIAL BURGLARY,2/28/2013,2,2013,No,No,42.27559943,-71.13140598,02131
3620,SIMPLE ASSAULT,1/18/2013,1,2013,No,No,42.29125636,-71.07560456,02124
3621,LARCENY FROM MOTOR VEHICLE,2/4/2013,2,2013,No,No,42.35217634,-71.12532454,02134
3622,MVAcc,3/12/2013,3,2013,No,No,42.33860785,-71.15048896,02135
3623,Arrest,11/14/2013,11,2013,No,No,42.34609161,-71.09378346,02215
3624,VANDALISM,12/20/2013,12,2013,No,No,42.35535484,-71.06310606,02111
3625,MVAcc,8/23/2013,8,2013,No,No,42.31106136,-71.10192955,02130
3626,SexReg,2/1/2013,2,2013,No,No,42.30664135,-71.06254956,02122
3627,Arrest,9/30/2013,9,2013,No,No,42.35262135,-71.05542957,02110
3628,Service,9/12/2013,9,2013,No,No,42.29361136,-71.13050954,02131
3629,SIMPLE ASSAULT,5/10/2013,5,2013,No,No,42.31107494,-71.09237726,02121
3630,SIMPLE ASSAULT,3/7/2013,3,2013,No,No,42.25747137,-71.12166955,02136
3631,DRUG CHARGES,8/14/2013,8,2013,No,No,42.33930135,-71.08330956,02118
3632,MedAssist,3/12/2013,3,2013,No,No,42.35182025,-71.0536012,02210
3633,LARCENY FROM MOTOR VEHICLE,6/8/2013,6,2013,No,No,42.29040136,-71.07693456,02124
3634,ROBBERY,9/28/2013,9,2013,No,No,42.305758,-71.080967,02121
3635,SIMPLE ASSAULT,9/5/2013,9,2013,No,No,42.29999135,-71.11353455,02130
3636,LARCENY FROM MOTOR VEHICLE,7/12/2013,7,2013,No,No,42.35059634,-71.04727457,02210
3637,VAL,3/23/2013,3,2013,No,No,42.35023135,-71.06026957,02111
3638,LARCENY FROM MOTOR VEHICLE,8/31/2013,8,2013,No,No,42.35257135,-71.14600453,02135
3639,AGGRAVATED ASSAULT,1/1/2013,1,2013,No,No,42.34813135,-71.08448455,02199
3640,OTHER LARCENY,7/26/2013,7,2013,No,No,42.34999135,-71.09644455,02215
3641,InvPer,1/15/2013,1,2013,No,No,42.34116135,-71.07639956,02118
3642,FRAUD,4/3/2013,4,2013,No,No,42.32549135,-71.06574955,02125
3643,DISORDERLY,4/28/2013,4,2013,No,No,42.33549135,-71.08353455,02120
3644,MVAcc,11/2/2013,11,2013,No,No,42.31985135,-71.07776956,02119
3645,InvPer,11/22/2013,11,2013,No,No,42.30751635,-71.06562956,02122
3646,VAL,2/2/2013,2,2013,No,No,42.27545636,-71.16611954,02132
3647,TRESPASS,7/3/2013,7,2013,No,No,42.35968164,-71.14944183,02163
3648,InvPer,8/13/2013,8,2013,No,No,42.28811636,-71.08416956,02124
3649,SIMPLE ASSAULT,10/23/2013,10,2013,No,No,42.35237134,-71.06490456,02116
3650,Service,8/12/2013,8,2013,No,No,42.33043635,-71.04512457,02127
3651,OTHER LARCENY,8/1/2013,8,2013,No,No,42.32549135,-71.06574955,02125
3652,PersLoc,9/7/2013,9,2013,No,No,42.27845744,-71.07780436,02124
3653,AUTO THEFT,8/31/2013,8,2013,No,No,42.30117933,-71.05626369,02122
3654,VAL,2/1/2013,2,2013,No,No,42.31326635,-71.10073955,02130
3655,FRAUD,10/3/2013,10,2013,No,No,42.31705135,-71.09823455,02119
3656,32GUN,9/17/2013,9,2013,No,No,42.29538451,-71.08926776,02124
3657,FRAUD,8/3/2013,8,2013,No,No,42.38094134,-71.04028457,02128
3658,Gather,4/27/2013,4,2013,No,No,42.33166635,-71.10762954,02120
3659,SIMPLE ASSAULT,11/21/2013,11,2013,No,No,42.3489982,-71.13910648,02135
3660,OTHER LARCENY,12/11/2013,12,2013,No,No,42.27860136,-71.17167454,02132
3661,AGGRAVATED ASSAULT,9/12/2013,9,2013,No,No,42.32000733,-71.0591838,02125
3662,DRUG CHARGES,9/7/2013,9,2013,No,No,42.25642136,-71.12394954,02136
3663,OTHER LARCENY,1/11/2013,1,2013,No,No,42.34865634,-71.08256955,02199
3664,RESIDENTIAL BURGLARY,2/4/2013,2,2013,No,No,42.29326136,-71.05006957,02122
3665,OTHER LARCENY,10/12/2013,10,2013,No,No,42.33679135,-71.07362955,02118
3666,PersLoc,4/2/2013,4,2013,No,No,42.30593033,-71.07926284,02121
3667,MedAssist,3/24/2013,3,2013,No,No,42.33215635,-71.05121456,02127
3668,VAL,2/7/2013,2,2013,No,No,42.36029135,-71.06775956,02114
3669,InvPer,1/1/2013,1,2013,No,No,42.33388135,-71.03937957,02127
3670,SIMPLE ASSAULT,2/10/2013,2,2013,No,No,42.28612914,-71.12090173,02131
3671,SIMPLE ASSAULT,11/23/2013,11,2013,No,No,42.3403538,-71.15384822,02135
3672,VANDALISM,2/1/2013,2,2013,No,No,42.33008135,-71.08315956,02119
3673,MVAcc,1/5/2013,1,2013,No,No,42.26158137,-71.12213955,02136
3674,LARCENY FROM MOTOR VEHICLE,8/25/2013,8,2013,No,No,42.34240149,-71.08891603,02115
3675,InvProp,5/28/2013,5,2013,No,No,42.33209635,-71.09858955,02120
3676,MVAcc,8/30/2013,8,2013,No,No,42.32528934,-71.07445659,02119
3677,InvPer,11/7/2013,11,2013,No,No,42.25753173,-71.1180199,02136
3678,MVAcc,1/9/2013,1,2013,No,No,42.27792715,-71.16123525,02132
3679,SIMPLE ASSAULT,12/17/2013,12,2013,No,No,42.31057135,-71.10282955,02130
3680,InvPer,5/1/2013,5,2013,No,No,42.37392634,-71.05176956,02129
3681,MedAssist,7/23/2013,7,2013,No,No,42.33110532,-71.05478182,02127
3682,OTHER LARCENY,8/6/2013,8,2013,No,No,42.31772135,-71.08208956,02119
3683,PropLost,10/14/2013,10,2013,No,No,42.34009135,-71.07881956,02118
3684,InvPer,10/10/2013,10,2013,No,No,42.36240114,-71.06941954,02114
3685,FRAUD,10/9/2013,10,2013,No,No,42.37664634,-71.05591956,02129
3686,SIMPLE ASSAULT,8/12/2013,8,2013,No,No,42.38751133,-71.00568458,02128
3687,VAL,12/9/2013,12,2013,No,No,42.32742635,-71.07702455,02119
3688,OTHER LARCENY,7/31/2013,7,2013,No,No,42.36115668,-71.06254825,02108
3689,MedAssist,10/18/2013,10,2013,No,No,42.33881135,-71.07365956,02118
3690,VAL,11/19/2013,11,2013,No,No,42.32285135,-71.10132955,02130
3691,ROBBERY,2/17/2013,2,2013,No,No,42.29081136,-71.06288956,02124
3692,TRESPASS,9/3/2013,9,2013,No,No,42.33488635,-71.07901956,02118
3693,DRUG CHARGES,1/8/2013,1,2013,No,No,42.3286598,-71.08561842,02119
3694,AUTO THEFT,8/16/2013,8,2013,No,No,42.35876135,-71.05157957,02110
3695,MVAcc,1/18/2013,1,2013,No,No,42.34316135,-71.07853956,02118
3696,DRUG CHARGES,10/28/2013,10,2013,No,No,42.3286598,-71.08561842,02119
3697,VANDALISM,4/27/2013,4,2013,No,No,42.25172136,-71.11602955,02136
3698,OTHER,8/8/2013,8,2013,No,No,42.35170634,-71.08539455,02115
3699,VAL,6/17/2013,6,2013,No,No,42.34104298,-71.07160582,02118
3700,VAL,8/9/2013,8,2013,No,No,42.35162134,-71.06872456,02116
3701,MVAcc,4/21/2013,4,2013,No,No,42.34689229,-71.0433085,02210
3702,InvProp,5/24/2013,5,2013,No,No,42.33399593,-71.07639912,02118
3703,PropLost,12/15/2013,12,2013,No,No,42.29848136,-71.06315456,02124
3704,FIRE,1/10/2013,1,2013,No,No,42.2619841,-71.10973973,02136
3705,SIMPLE ASSAULT,10/3/2013,10,2013,No,No,42.37918634,-71.03256957,02128
3706,InvPer,5/24/2013,5,2013,No,No,42.27963636,-71.09332455,02126
3707,FIRE,5/3/2013,5,2013,No,No,42.26837701,-71.17098941,02132
3708,TOWED,9/2/2013,9,2013,No,No,42.34618135,-71.09862455,02215
3709,OTHER LARCENY,6/21/2013,6,2013,No,No,42.34226135,-71.08000455,02118
3710,SIMPLE ASSAULT,8/2/2013,8,2013,No,No,42.34067025,-71.07454117,02118
3711,PropFound,1/24/2013,1,2013,No,No,42.34941135,-71.08314456,02116
3712,VAL,1/13/2013,1,2013,No,No,42.36442134,-71.05726957,02113
3713,PropFound,6/22/2013,6,2013,No,No,42.32488532,-71.06434133,02125
3714,Restrain,11/15/2013,11,2013,No,No,42.3286598,-71.08561842,02119
3715,MedAssist,10/28/2013,10,2013,No,No,42.38300634,-71.01731458,02128
3716,PropFound,8/15/2013,8,2013,No,No,42.28079637,-71.09039953,02126
3717,LARCENY FROM MOTOR VEHICLE,7/28/2013,7,2013,No,No,42.31629339,-71.06864178,02125
3718,SIMPLE ASSAULT,6/2/2013,6,2013,No,No,42.33139635,-71.08233956,02119
3719,OTHER LARCENY,1/10/2013,1,2013,No,No,42.31284636,-71.07842455,02121
3720,InvProp,5/18/2013,5,2013,No,No,42.28565954,-71.12524972,02131
3721,SIMPLE ASSAULT,7/21/2013,7,2013,No,No,42.35853201,-71.05284634,02110
3722,Gather,1/9/2013,1,2013,No,No,42.34241135,-71.07228455,02118
3723,DISORDERLY,2/11/2013,2,2013,No,No,42.32723569,-71.08059616,02119
3724,OTHER LARCENY,8/30/2013,8,2013,No,No,42.34835634,-71.06386956,02111
3725,InvProp,10/4/2013,10,2013,No,No,42.30494206,-71.07444809,02121
3726,VAL,5/6/2013,5,2013,No,No,42.39111925,-71.06995868,02129
3727,SIMPLE ASSAULT,12/30/2013,12,2013,No,No,42.28236636,-71.07614456,02124
3728,PropLost,3/9/2013,3,2013,No,No,42.35162134,-71.06872456,02116
3729,LARCENY FROM MOTOR VEHICLE,3/12/2013,3,2013,No,No,42.30901619,-71.05810831,02125
3730,VAL,11/19/2013,11,2013,No,No,42.36909634,-71.03657457,02128
3731,OTHER LARCENY,2/5/2013,2,2013,No,No,42.27163706,-71.10163436,02126
3732,FRAUD,9/16/2013,9,2013,No,No,42.26008636,-71.12870454,02136
3733,MedAssist,10/8/2013,10,2013,No,No,42.29970403,-71.08174181,02121
3734,MedAssist,3/28/2013,3,2013,No,No,42.28689136,-71.06753957,02124
3735,InvProp,1/11/2013,1,2013,No,No,42.27142136,-71.09373955,02126
3736,MVAcc,10/3/2013,10,2013,No,No,42.32281135,-71.07499956,02119
3737,SIMPLE ASSAULT,10/10/2013,10,2013,No,No,42.31268306,-71.0645723,02125
3738,OTHER LARCENY,5/24/2013,5,2013,No,No,42.33201635,-71.10686455,02120
3739,OTHER LARCENY,11/10/2013,11,2013,No,No,42.33947135,-71.08049455,02118
3740,DISORDERLY,7/25/2013,7,2013,No,No,42.32217135,-71.08506955,02119
3741,MedAssist,7/20/2013,7,2013,No,No,42.28569136,-71.17114953,02132
3742,VANDALISM,11/9/2013,11,2013,No,No,42.307421,-71.1154445,02130
3743,VAL,7/4/2013,7,2013,No,No,42.30611136,-71.07843956,02121
3744,MedAssist,12/14/2013,12,2013,No,No,42.32983635,-71.09487955,02119
3745,MVAcc,5/3/2013,5,2013,No,No,42.27024137,-71.08768956,02126
3746,InvPer,6/27/2013,6,2013,No,No,42.33767135,-71.07532956,02118
3747,SIMPLE ASSAULT,6/15/2013,6,2013,No,No,42.31054135,-71.08667455,02121
3748,TOWED,9/25/2013,9,2013,No,No,42.32119135,-71.05678956,02125
3749,InvPer,1/28/2013,1,2013,No,No,42.34047365,-71.14372928,02135
3750,FRAUD,6/1/2013,6,2013,No,No,42.36812134,-71.04024457,02128
3751,SIMPLE ASSAULT,11/10/2013,11,2013,No,No,42.35877135,-71.05782957,02201
3752,FRAUD,2/20/2013,2,2013,No,No,42.30935421,-71.13360415,02130
3753,OTHER LARCENY,10/29/2013,10,2013,No,No,42.32283635,-71.10382955,02130
3754,InvPer,3/13/2013,3,2013,No,No,42.33144635,-71.09464455,02120
3755,InvPer,10/16/2013,10,2013,No,No,42.3040423,-71.05701526,02122
3756,DRUG CHARGES,1/8/2013,1,2013,No,No,42.28486136,-71.09132455,02124
3757,InvProp,4/27/2013,4,2013,No,No,42.33477635,-71.03433957,02127
3758,OTHER LARCENY,8/1/2013,8,2013,No,No,42.35926634,-71.05553956,02109
3759,SIMPLE ASSAULT,5/13/2013,5,2013,No,No,42.37769134,-71.05892456,02129
3760,Ballist,11/17/2013,11,2013,No,No,42.28629136,-71.09216455,02124
3761,PersLoc,3/25/2013,3,2013,No,No,42.3042069,-71.07917846,02121
3762,AUTO THEFT,9/14/2013,9,2013,No,No,42.38674064,-71.00911415,02128
3763,VAL,2/23/2013,2,2013,No,No,42.33284135,-71.08105956,02119
3764,PropFound,11/14/2013,11,2013,No,No,42.28031636,-71.06446956,02124
3765,PropFound,7/2/2013,7,2013,No,No,42.34405135,-71.08702955,02115
3766,FRAUD,6/13/2013,6,2013,No,No,42.34377135,-71.07038455,02118
3767,VAL,5/11/2013,5,2013,No,No,42.32543556,-71.06387302,02125
3768,DRUG CHARGES,10/1/2013,10,2013,No,No,42.28808136,-71.09150455,02124
3769,PropFound,11/4/2013,11,2013,No,No,42.25747137,-71.12166955,02136
3770,OTHER LARCENY,4/5/2013,4,2013,No,No,42.35203134,-71.06978956,02116
3771,PhoneCalls,5/6/2013,5,2013,No,No,42.34320977,-71.07741347,02118
3772,LARCENY FROM MOTOR VEHICLE,5/15/2013,5,2013,No,No,42.31967512,-71.10632518,02130
3773,LARCENY FROM MOTOR VEHICLE,10/7/2013,10,2013,No,No,42.28479637,-71.16643451,02132
3774,AUTO THEFT,10/22/2013,10,2013,No,No,42.33231135,-71.05025957,02127
3775,MVAcc,12/6/2013,12,2013,No,No,42.25582137,-71.12411955,02136
3776,DRUG CHARGES,1/24/2013,1,2013,No,No,42.27860136,-71.17167454,02132
3777,MVAcc,8/2/2013,8,2013,No,No,42.29370196,-71.11747003,02130
3778,AGGRAVATED ASSAULT,2/19/2013,2,2013,No,No,42.34681634,-71.07575956,02116
3779,TOWED,9/30/2013,9,2013,No,No,42.34744096,-71.13362874,02134
3780,PersLoc,7/1/2013,7,2013,No,No,42.30700636,-71.08311955,02121
3781,VAL,1/4/2013,1,2013,No,No,42.27847004,-71.05397459,02124
3782,VAL,2/10/2013,2,2013,No,No,42.29680554,-71.08597831,02124
3783,MVAcc,10/9/2013,10,2013,No,No,42.33667135,-71.06901956,02118
3784,PropLost,10/9/2013,10,2013,No,No,42.32318635,-71.08434956,02119
3785,Restrain,7/4/2013,7,2013,No,No,42.33791635,-71.05310956,02127
3786,LARCENY FROM MOTOR VEHICLE,6/6/2013,6,2013,No,No,42.36601134,-71.05842956,02114
3787,VAL,1/27/2013,1,2013,No,No,42.27861137,-71.11921955,02131
3788,VAL,6/3/2013,6,2013,No,No,42.28627136,-71.04485457,02122
3789,VAL,9/29/2013,9,2013,No,No,42.35233135,-71.05813957,02111
3790,OTHER LARCENY,6/19/2013,6,2013,No,No,42.34919135,-71.09086955,02215
3791,DRUG CHARGES,9/7/2013,9,2013,No,No,42.35237134,-71.06490456,02116
3792,MedAssist,8/22/2013,8,2013,No,No,42.35412634,-71.05258956,02210
3793,SIMPLE ASSAULT,8/1/2013,8,2013,No,No,42.31012396,-71.0703108,02125
3794,SearchWarr,5/10/2013,5,2013,No,No,42.28486136,-71.09132455,02124
3795,VAL,10/7/2013,10,2013,No,No,42.32934369,-71.0797387,02119
3796,DRUG CHARGES,6/4/2013,6,2013,No,No,42.37970749,-71.05587482,02129
3797,MVAcc,4/16/2013,4,2013,No,No,42.29349136,-71.07777455,02124
3798,VAL,8/29/2013,8,2013,No,No,42.35833134,-71.06968955,02108
3799,LICViol,4/29/2013,4,2013,No,No,42.34491393,-71.09641336,02215
3800,OTHER LARCENY,10/4/2013,10,2013,No,No,42.29487404,-71.04731405,02122
3801,LARCENY FROM MOTOR VEHICLE,8/6/2013,8,2013,No,No,42.31051135,-71.05105456,02125
3802,DRUG CHARGES,2/6/2013,2,2013,No,No,42.24293137,-71.14367954,02136
3803,PersLoc,8/2/2013,8,2013,No,No,42.36240114,-71.06941954,02114
3804,OTHER LARCENY,7/3/2013,7,2013,No,No,42.34556731,-71.05152318,02210
3805,AUTO THEFT,4/11/2013,4,2013,No,No,42.31164136,-71.07364956,02121
3806,MedAssist,8/23/2013,8,2013,No,No,42.34595165,-71.14389142,02135
3807,VANDALISM,9/18/2013,9,2013,No,No,42.28521636,-71.08905956,02124
3808,Hazardous,4/23/2013,4,2013,No,No,42.35586683,-71.05996907,02110
3809,VANDALISM,9/27/2013,9,2013,No,No,42.35514135,-71.15087953,02109
3810,VANDALISM,4/16/2013,4,2013,No,No,42.30981635,-71.06817456,02125
3811,RESIDENTIAL BURGLARY,1/15/2013,1,2013,No,No,42.29569887,-71.07434704,02124
3812,AUTO THEFT,12/3/2013,12,2013,No,No,42.26231259,-71.12174554,02136
3813,Harass,10/23/2013,10,2013,No,No,42.30011498,-71.07108061,02124
3814,VAL,7/21/2013,7,2013,No,No,42.30750635,-71.08674456,02121
3815,TOWED,8/14/2013,8,2013,No,No,42.27882136,-71.12631454,02131
3816,LARCENY FROM MOTOR VEHICLE,9/29/2013,9,2013,No,No,42.34643635,-71.10040954,02215
3817,Plates,1/4/2013,1,2013,No,No,42.28388636,-71.09545455,02126
3818,MedAssist,11/13/2013,11,2013,No,No,42.38819633,-71.00370458,02128
3819,MedAssist,12/23/2013,12,2013,No,No,42.33025448,-71.10479726,02120
3820,SIMPLE ASSAULT,7/13/2013,7,2013,No,No,42.31459136,-71.09946955,02130
3821,VANDALISM,12/15/2013,12,2013,No,No,42.34302135,-71.06493956,02118
3822,TOWED,10/9/2013,10,2013,No,No,42.33750208,-71.05498877,02127
3823,MedAssist,10/17/2013,10,2013,No,No,42.30760135,-71.08370455,02121
3824,VANDALISM,5/30/2013,5,2013,No,No,42.33595635,-71.08301455,02120
3825,DRUG CHARGES,6/21/2013,6,2013,No,No,42.32612007,-71.05350618,02127
3826,DRUG CHARGES,6/6/2013,6,2013,No,No,42.31633136,-71.07685956,02125
3827,AUTO THEFT,5/24/2013,5,2013,No,No,42.28788947,-71.06197348,02124
3828,SIMPLE ASSAULT,6/10/2013,6,2013,No,No,42.29354135,-71.07189956,02124
3829,TOWED,7/25/2013,7,2013,No,No,42.31100607,-71.08462456,02121
3830,VAL,10/25/2013,10,2013,No,No,42.31196136,-71.07195956,02121
3831,RESIDENTIAL BURGLARY,3/14/2013,3,2013,No,No,42.25932629,-71.14804963,02136
3832,VAL,4/2/2013,4,2013,No,No,42.34373135,-71.10089955,02215
3833,FRAUD,11/8/2013,11,2013,No,No,42.28609466,-71.04218521,02122
3834,PropLost,5/13/2013,5,2013,No,No,42.33855135,-71.07331955,02118
3835,LARCENY FROM MOTOR VEHICLE,10/20/2013,10,2013,No,No,42.36011634,-71.05723956,02203
3836,SIMPLE ASSAULT,1/4/2013,1,2013,No,No,42.28732636,-71.08926955,02124
3837,TOWED,12/10/2013,12,2013,No,No,42.33176135,-71.04193957,02127
3838,VAL,12/14/2013,12,2013,No,No,42.33215635,-71.05121456,02127
3839,LARCENY FROM MOTOR VEHICLE,2/2/2013,2,2013,No,No,42.26837701,-71.17098941,02132
3840,DEATH INVESTIGATION,5/1/2013,5,2013,No,No,42.34715635,-71.07350456,02116
3841,AGGRAVATED ASSAULT,12/22/2013,12,2013,No,No,42.28037636,-71.13461954,02131
3842,ROBBERY,10/31/2013,10,2013,No,No,42.28547136,-71.11881454,02131
3843,OTHER LARCENY,11/19/2013,11,2013,No,No,42.33043607,-71.08369937,02119
3844,PropLost,9/20/2013,9,2013,No,No,42.35754362,-71.05886606,02108
3845,MedAssist,7/31/2013,7,2013,No,No,42.27322855,-71.10980041,02126
3846,FRAUD,1/28/2013,1,2013,No,No,42.35602134,-71.06174456,02108
3847,AGGRAVATED ASSAULT,12/22/2013,12,2013,No,No,42.35920135,-71.05936956,02108
3848,FRAUD,10/24/2013,10,2013,No,No,42.31887635,-71.03996457,02125
3849,PropLost,7/19/2013,7,2013,No,No,42.34614135,-71.07848955,02116
3850,SIMPLE ASSAULT,8/16/2013,8,2013,No,No,42.28537972,-71.12927335,02131
3851,FRAUD,1/8/2013,1,2013,No,No,42.34885635,-71.08964455,02215
3852,SIMPLE ASSAULT,12/4/2013,12,2013,No,No,42.36899634,-71.03721957,02128
3853,FRAUD,10/8/2013,10,2013,No,No,42.341015,-71.07023868,02118
3854,BENoProp,11/4/2013,11,2013,No,No,42.31374635,-71.09456455,02121
3855,MVAcc,6/29/2013,6,2013,No,No,42.33880135,-71.05080957,02127
3856,AGGRAVATED ASSAULT,3/15/2013,3,2013,No,No,42.32449635,-71.06491456,02125
3857,VAL,4/23/2013,4,2013,No,No,42.34018135,-71.07371956,02118
3858,MVAcc,11/24/2013,11,2013,No,No,42.30511635,-71.08019456,02121
3859,VANDALISM,4/3/2013,4,2013,No,No,42.37901634,-71.03921957,02128
3860,Hazardous,7/2/2013,7,2013,No,No,42.35411134,-71.05774456,02110
3861,OTHER LARCENY,1/6/2013,1,2013,No,No,42.35302635,-71.13240954,02134
3862,PropLost,5/31/2013,5,2013,No,No,42.27336136,-71.06777456,02124
3863,OTHER LARCENY,8/28/2013,8,2013,No,No,42.2993368,-71.07198379,02124
3864,Argue,4/27/2013,4,2013,No,No,42.30875952,-71.07048212,02125
3865,SIMPLE ASSAULT,3/6/2013,3,2013,No,No,42.29566135,-71.07213956,02124
3866,MedAssist,10/17/2013,10,2013,No,No,42.33394861,-71.07537988,02118
3867,COMMERCIAL BURGLARY,2/15/2013,2,2013,No,No,42.26584136,-71.15205954,02132
3868,OTHER LARCENY,10/30/2013,10,2013,No,No,42.35914634,-71.05461456,02109
3869,PropLost,6/19/2013,6,2013,No,No,42.31863635,-71.10063955,02119
3870,32GUN,5/3/2013,5,2013,No,No,42.35663134,-71.05148956,02110
3871,COMMERCIAL BURGLARY,4/15/2013,4,2013,No,No,42.35910634,-71.07071956,02114
3872,FORGERY,11/26/2013,11,2013,No,No,42.29848136,-71.06315456,02124
3873,DISORDERLY,7/28/2013,7,2013,No,No,42.35073634,-71.04338956,02210
3874,VANDALISM,11/20/2013,11,2013,No,No,42.28889786,-71.05667613,02124
3875,OTHER LARCENY,5/7/2013,5,2013,No,No,42.30637017,-71.06020789,02122
3876,LARCENY FROM MOTOR VEHICLE,1/19/2013,1,2013,No,No,42.32653429,-71.1114263,02130
3877,VANDALISM,9/30/2013,9,2013,No,No,42.36223678,-71.14171969,02135
3878,FRAUD,10/6/2013,10,2013,No,No,42.32322249,-71.07643779,02119
3879,TRESPASS,11/10/2013,11,2013,No,No,42.36240114,-71.06941954,02114
3880,FRAUD,3/25/2013,3,2013,No,No,42.29008683,-71.12195463,02131
3881,FRAUD,8/5/2013,8,2013,No,No,42.27740856,-71.13086462,02131
3882,PropLost,12/1/2013,12,2013,No,No,42.36341788,-71.06429926,02114
3883,PersLoc,11/23/2013,11,2013,No,No,42.28518636,-71.05814957,02124
3884,ROBBERY,3/21/2013,3,2013,No,No,42.34645134,-71.07069956,02116
3885,LARCENY FROM MOTOR VEHICLE,5/3/2013,5,2013,No,No,42.34285135,-71.05430957,02127
3886,OTHER LARCENY,10/25/2013,10,2013,No,No,42.35725634,-71.06115456,02228
3887,MedAssist,12/1/2013,12,2013,No,No,42.26695636,-71.10226455,02126
3888,InvProp,1/29/2013,1,2013,No,No,42.28499441,-71.06723815,02124
3889,VAL,10/3/2013,10,2013,No,No,42.34756135,-71.13820954,02134
3890,InvPer,4/16/2013,4,2013,No,No,42.35602134,-71.06174456,02108
3891,OTHER LARCENY,10/20/2013,10,2013,No,No,42.32349397,-71.08594334,02119
3892,PersLoc,11/23/2013,11,2013,No,No,42.35230134,-71.06367456,02116
3893,OTHER LARCENY,9/1/2013,9,2013,No,No,42.37619134,-71.03980956,02128
3894,PropFound,5/7/2013,5,2013,No,No,42.30882135,-71.08298456,02121
3895,FIRE,10/7/2013,10,2013,No,No,42.34301135,-71.06259956,02118
3896,ROBBERY,8/12/2013,8,2013,No,No,42.28642636,-71.07163456,02124
3897,SIMPLE ASSAULT,7/3/2013,7,2013,No,No,42.32543556,-71.06387302,02125
3898,PropFound,7/1/2013,7,2013,No,No,42.35411135,-71.13236454,02134
